Seconds,top,bot,mid,midVoltage,gain,offset,offsetVoltage,diffAmpMultiplier,,sensor1,sensor2,sensor1_est,sensor2_est,,sensor2Previous,sensor2RawDelta,sensor2DeltaStep,sensor2DeltaPerStep
6.641,81,77,103,0.188403605,255,141,1.645299815,102.7346115,,1.72921875,0.618150875,1.728854853,0.580766082,,,,103,
7.252,81,77,104,0.188441198,255,141,1.645299815,102.7346115,,1.7285015,0.753871125,1.727533777,0.654452482,,0.618150875,0.13572025,1,0.13572025
7.915,81,77,105,0.18847879,255,141,1.645299815,102.7346115,,1.72678275,0.866680125,1.726435715,0.831027596,,0.753871125,0.112809,1,0.112809
8.574,81,77,106,0.188516383,255,141,1.645299815,102.7346115,,1.72589275,0.982501625,1.725308329,0.9224614,,0.866680125,0.1158215,1,0.1158215
9.185,81,77,107,0.188553975,255,141,1.645299815,102.7346115,,1.725052625,1.102155125,1.724143644,1.008771316,,0.982501625,0.1196535,1,0.1196535
9.845,81,77,108,0.188591567,255,141,1.645299815,102.7346115,,1.723246875,1.219960125,1.722996952,1.19428434,,1.102155125,0.117805,1,0.117805
10.508,81,77,109,0.18862916,255,141,1.645299815,102.7346115,,1.722570625,1.34026375,1.721825938,1.263758621,,1.219960125,0.120303625,1,0.120303625
11.17,81,77,110,0.188666752,255,141,1.645299815,102.7346115,,1.721852,1.45480175,1.720711046,1.337586282,,1.34026375,0.114538,1,0.114538
11.827,81,77,111,0.188704344,255,141,1.645299815,102.7346115,,1.71992925,1.574386625,1.719547029,1.535119256,,1.45480175,0.119584875,1,0.119584875
12.438,81,77,112,0.188741937,255,141,1.645299815,102.7346115,,1.71931275,1.71416925,1.71818641,1.598455144,,1.574386625,0.139782625,1,0.139782625
13.101,81,77,113,0.188779529,255,141,1.645299815,102.7346115,,1.718105875,1.831370625,1.717045593,1.722442978,,1.71416925,0.117201375,1,0.117201375
13.761,81,77,114,0.188817122,255,141,1.645299815,102.7346115,,1.716521875,1.94792075,1.715911115,1.885174603,,1.831370625,0.116550125,1,0.116550125
14.421,81,77,115,0.188854714,255,141,1.645299815,102.7346115,,1.716015625,2.063481375,1.714786269,1.937184,,1.94792075,0.115560625,1,0.115560625
15.083,81,77,116,0.188892306,255,141,1.645299815,102.7346115,,1.714573625,2.183561125,1.713617435,2.08532731,,2.063481375,0.12007975,1,0.12007975
15.692,81,77,117,0.188929899,255,141,1.645299815,102.7346115,,1.713126,2.303198625,1.712452905,2.234048502,,2.183561125,0.1196375,1,0.1196375
16.353,81,77,118,0.188967491,255,141,1.645299815,102.7346115,,1.712672,2.412166,1.711392237,2.280690015,,2.303198625,0.108967375,1,0.108967375
17.014,81,77,119,0.189005084,255,141,1.645299815,102.7346115,,1.71103375,2.53263825,1.710219582,2.448994993,,2.412166,0.12047225,1,0.12047225
17.674,81,77,120,0.189042676,255,141,1.645299815,102.7346115,,1.709756625,2.670959,1.708873193,2.580199933,,2.53263825,0.13832075,1,0.13832075
23.907,81,77,99,0.188253236,192,141,1.645299815,77.80435686,,1.733487125,0.545775625,1.73321589,0.52467239,,,,99,
24.521,81,77,100,0.188290828,192,141,1.645299815,77.80435686,,1.732343125,0.639821,1.732007149,0.613680574,,0.545775625,0.094045375,1,0.094045375
25.131,81,77,101,0.188328421,192,141,1.645299815,77.80435686,,1.731915,0.730045625,1.730847514,0.646990565,,0.639821,0.090224625,1,0.090224625
25.791,81,77,102,0.188366013,192,141,1.645299815,77.80435686,,1.7303525,0.8163705,1.729738002,0.768559872,,0.730045625,0.086324875,1,0.086324875
26.451,81,77,103,0.188403605,192,141,1.645299815,77.80435686,,1.7291285,0.911023,1.728521457,0.863792405,,0.8163705,0.0946525,1,0.0946525
27.112,81,77,104,0.188441198,192,141,1.645299815,77.80435686,,1.728267125,1.013018625,1.727210533,0.930811133,,0.911023,0.101995625,1,0.101995625
27.775,81,77,105,0.18847879,192,141,1.645299815,77.80435686,,1.7263475,1.0993585,1.726100828,1.080166321,,1.013018625,0.086339875,1,0.086339875
28.436,81,77,106,0.188516383,192,141,1.645299815,77.80435686,,1.725782875,1.187364125,1.724969713,1.124096606,,1.0993585,0.088005625,1,0.088005625
29.098,81,77,107,0.188553975,192,141,1.645299815,77.80435686,,1.724447875,1.284906625,1.723716024,1.227965423,,1.187364125,0.0975425,1,0.0975425
29.76,81,77,108,0.188591567,192,141,1.645299815,77.80435686,,1.7229505,1.369598125,1.722627505,1.344467722,,1.284906625,0.0846915,1,0.0846915
30.372,81,77,109,0.18862916,192,141,1.645299815,77.80435686,,1.722477875,1.461181875,1.721450402,1.381240006,,1.369598125,0.09158375,1,0.09158375
31.032,81,77,110,0.188666752,192,141,1.645299815,77.80435686,,1.72083,1.553502625,1.720263827,1.50945186,,1.461181875,0.09232075,1,0.09232075
31.692,81,77,111,0.188704344,192,141,1.645299815,77.80435686,,1.719571,1.64434275,1.719096281,1.607407546,,1.553502625,0.090840125,1,0.090840125
32.305,81,77,112,0.188741937,192,141,1.645299815,77.80435686,,1.719101,1.743745,1.717818689,1.643975593,,1.64434275,0.09940225,1,0.09940225
32.97,81,77,113,0.188779529,192,141,1.645299815,77.80435686,,1.71733825,1.837582625,1.716612617,1.781125224,,1.743745,0.093837625,1,0.093837625
33.632,81,77,114,0.188817122,192,141,1.645299815,77.80435686,,1.7162875,1.92482375,1.715491329,1.862878151,,1.837582625,0.087241125,1,0.087241125
34.241,81,77,115,0.188854714,192,141,1.645299815,77.80435686,,1.71581175,2.009482625,1.714403229,1.899893574,,1.92482375,0.084658875,1,0.084658875
34.853,81,77,116,0.188892306,192,141,1.645299815,77.80435686,,1.713837125,2.1040045,1.713188363,2.053528002,,2.009482625,0.094521875,1,0.094521875
35.528,81,77,117,0.188929899,192,141,1.645299815,77.80435686,,1.712976375,2.191262875,1.712066853,2.120498103,,2.1040045,0.087258375,1,0.087258375
36.204,81,77,118,0.188967491,192,141,1.645299815,77.80435686,,1.71228575,2.273976125,1.71100376,2.174231737,,2.191262875,0.08271325,1,0.08271325
36.868,81,77,119,0.189005084,192,141,1.645299815,77.80435686,,1.710499875,2.368545125,1.709788288,2.313180592,,2.273976125,0.094569,1,0.094569
37.481,81,77,120,0.189042676,192,141,1.645299815,77.80435686,,1.709676625,2.463575125,1.708566892,2.377233029,,2.368545125,0.09503,1,0.09503
38.138,81,77,121,0.189080268,192,141,1.645299815,77.80435686,,1.708702125,2.552088125,1.707429256,2.453053375,,2.463575125,0.088513,1,0.088513
38.763,81,77,122,0.189117861,192,141,1.645299815,77.80435686,,1.7069255,2.647122375,1.706207805,2.59128254,,2.552088125,0.09503425,1,0.09503425
39.425,81,77,123,0.189155453,192,141,1.645299815,77.80435686,,1.706402875,2.733720125,1.705094785,2.631945042,,2.647122375,0.08659775,1,0.08659775
44.939,81,77,93,0.188027682,128,141,1.645299815,52.47838389,,1.74001075,0.585178375,1.739736941,0.570809346,,,,93,
45.551,81,77,94,0.188065274,128,141,1.645299815,52.47838389,,1.73881775,0.64640025,1.73857033,0.633416058,,0.585178375,0.061221875,1,0.061221875
46.213,81,77,95,0.188102866,128,141,1.645299815,52.47838389,,1.737837875,0.71159,1.737328109,0.684838314,,0.64640025,0.06518975,1,0.06518975
46.884,81,77,96,0.188140459,128,141,1.645299815,52.47838389,,1.735923875,0.780402375,1.736016857,0.785281941,,0.71159,0.068812375,1,0.068812375
47.506,81,77,97,0.188178051,128,141,1.645299815,52.47838389,,1.735463625,0.84022675,1.734876876,0.809435117,,0.780402375,0.059824375,1,0.059824375
48.116,81,77,98,0.188215644,128,141,1.645299815,52.47838389,,1.734434625,0.898768875,1.733761329,0.863435374,,0.84022675,0.058542125,1,0.058542125
48.779,81,77,99,0.188253236,128,141,1.645299815,52.47838389,,1.7328045,0.9542255,1.732704577,0.9489817,,0.898768875,0.055456625,1,0.055456625
49.39,81,77,100,0.188290828,128,141,1.645299815,52.47838389,,1.732214625,1.014328375,1.731559289,0.979937386,,0.9542255,0.060102875,1,0.060102875
49.999,81,77,101,0.188328421,128,141,1.645299815,52.47838389,,1.731420375,1.07349775,1.730431789,1.021618343,,1.014328375,0.059169375,1,0.059169375
50.659,81,77,102,0.188366013,128,141,1.645299815,52.47838389,,1.729563125,1.13717875,1.729218318,1.119083821,,1.07349775,0.063681,1,0.063681
51.321,81,77,103,0.188403605,128,141,1.645299815,52.47838389,,1.728945875,1.1978465,1.728062266,1.151476104,,1.13717875,0.06066775,1,0.06066775
51.933,81,77,104,0.188441198,128,141,1.645299815,52.47838389,,1.727470625,1.268526,1.726715435,1.22889484,,1.1978465,0.0706795,1,0.0706795
52.594,81,77,105,0.18847879,128,141,1.645299815,52.47838389,,1.72602275,1.327242375,1.725596567,1.30487698,,1.268526,0.058716375,1,0.058716375
53.256,81,77,106,0.188516383,128,141,1.645299815,52.47838389,,1.725290625,1.3912225,1.724377396,1.343297717,,1.327242375,0.063980125,1,0.063980125
53.865,81,77,107,0.188553975,128,141,1.645299815,52.47838389,,1.723536,1.45084,1.723241357,1.435377601,,1.3912225,0.0596175,1,0.0596175
54.478,81,77,108,0.188591567,128,141,1.645299815,52.47838389,,1.722670625,1.511695125,1.722081734,1.480791082,,1.45084,0.060855125,1,0.060855125
55.139,81,77,109,0.18862916,128,141,1.645299815,52.47838389,,1.72205875,1.57230925,1.720926704,1.512901293,,1.511695125,0.060614125,1,0.060614125
55.802,81,77,110,0.188666752,128,141,1.645299815,52.47838389,,1.7201965,1.632374625,1.71978213,1.610629164,,1.57230925,0.060065375,1,0.060065375
56.464,81,77,111,0.188704344,128,141,1.645299815,52.47838389,,1.719392125,1.69405775,1.71860673,1.652841464,,1.632374625,0.061683125,1,0.061683125
57.127,81,77,112,0.188741937,128,141,1.645299815,52.47838389,,1.71844225,1.764996625,1.717254956,1.702689369,,1.69405775,0.070938875,1,0.070938875
57.74,81,77,113,0.188779529,128,141,1.645299815,52.47838389,,1.716836125,1.822125375,1.716166341,1.786976213,,1.764996625,0.05712875,1,0.05712875
58.405,81,77,114,0.188817122,128,141,1.645299815,52.47838389,,1.716077125,1.885492875,1.714958844,1.826807306,,1.822125375,0.0633675,1,0.0633675
59.066,81,77,115,0.188854714,128,141,1.645299815,52.47838389,,1.7150195,1.946918625,1.713788348,1.882309757,,1.885492875,0.06142575,1,0.06142575
59.68,81,77,116,0.188892306,128,141,1.645299815,52.47838389,,1.713324875,2.00684675,1.71264639,1.971240939,,1.946918625,0.059928125,1,0.059928125
60.345,81,77,117,0.188929899,128,141,1.645299815,52.47838389,,1.7127245,2.066778,1.711504372,2.002747648,,2.00684675,0.05993125,1,0.05993125
61.008,81,77,118,0.188967491,128,141,1.645299815,52.47838389,,1.711398,2.1233995,1.710425423,2.072360224,,2.066778,0.0566215,1,0.0566215
61.617,81,77,119,0.189005084,128,141,1.645299815,52.47838389,,1.709949375,2.185292125,1.70924603,2.148381723,,2.1233995,0.061892625,1,0.061892625
62.279,81,77,120,0.189042676,128,141,1.645299815,52.47838389,,1.70940675,2.251601,1.707982484,2.176857806,,2.185292125,0.066308875,1,0.066308875
62.94,81,77,121,0.189080268,128,141,1.645299815,52.47838389,,1.70775925,2.311235125,1.706846128,2.263315944,,2.251601,0.059634125,1,0.059634125
63.551,81,77,122,0.189117861,128,141,1.645299815,52.47838389,,1.706663625,2.367945,1.705765495,2.320812573,,2.311235125,0.056709875,1,0.056709875
64.16,81,77,123,0.189155453,128,141,1.645299815,52.47838389,,1.70623375,2.431042625,1.70456314,2.343371718,,2.367945,0.063097625,1,0.063097625
64.826,81,77,124,0.189193045,128,141,1.645299815,52.47838389,,1.7046735,2.489852,1.7034425,2.425251117,,2.431042625,0.058809375,1,0.058809375
65.435,81,77,125,0.189230638,128,141,1.645299815,52.47838389,,1.703421125,2.549602875,1.702303919,2.490973733,,2.489852,0.059750875,1,0.059750875
66.098,81,77,126,0.18926823,128,141,1.645299815,52.47838389,,1.70299525,2.60492275,1.701249774,2.513322965,,2.549602875,0.055319875,1,0.055319875
66.759,81,77,127,0.189305823,128,141,1.645299815,52.47838389,,1.701252625,2.66852375,1.700037827,2.604773108,,2.60492275,0.063601,1,0.063601
67.422,81,77,128,0.189343415,128,141,1.645299815,52.47838389,,1.70007925,2.7335615,1.698798502,2.666349932,,2.66852375,0.06503775,1,0.06503775
73.017,81,77,86,0.187764535,96,141,1.645299815,39.8153974,,1.747706125,0.55892525,1.747262613,0.541266634,,,,86,
73.627,81,77,87,0.187802127,96,141,1.645299815,39.8153974,,1.7456775,0.608990125,1.746005188,0.622037144,,0.55892525,0.050064875,1,0.050064875
74.292,81,77,88,0.18783972,96,141,1.645299815,39.8153974,,1.745127875,0.658128125,1.744771042,0.643920682,,0.608990125,0.049138,1,0.049138
74.954,81,77,89,0.187877312,96,141,1.645299815,39.8153974,,1.744096,0.706539875,1.743555137,0.685005195,,0.658128125,0.04841175,1,0.04841175
75.565,81,77,90,0.187914905,96,141,1.645299815,39.8153974,,1.742409625,0.751543625,1.742424827,0.752148886,,0.706539875,0.04500375,1,0.04500375
76.175,81,77,91,0.187952497,96,141,1.645299815,39.8153974,,1.741875875,0.795837,1.741312358,0.773400354,,0.751543625,0.044293375,1,0.044293375
76.837,81,77,92,0.187990089,96,141,1.645299815,39.8153974,,1.740595375,0.845216875,1.740072138,0.824383971,,0.795837,0.049379875,1,0.049379875
77.501,81,77,93,0.188027682,96,141,1.645299815,39.8153974,,1.738991875,0.88979325,1.738952561,0.888227961,,0.845216875,0.044576375,1,0.044576375
78.163,81,77,94,0.188065274,96,141,1.645299815,39.8153974,,1.738339625,0.933723,1.737849226,0.914197554,,0.88979325,0.04392975,1,0.04392975
78.827,81,77,95,0.188102866,96,141,1.645299815,39.8153974,,1.736705,0.981007625,1.736661629,0.979280798,,0.933723,0.047284625,1,0.047284625
79.437,81,77,96,0.188140459,96,141,1.645299815,39.8153974,,1.73553875,1.033146125,1.735352123,1.025715505,,0.981007625,0.0521385,1,0.0521385
80.097,81,77,97,0.188178051,96,141,1.645299815,39.8153974,,1.735026125,1.077279125,1.734243683,1.046125873,,1.033146125,0.044133,1,0.044133
80.761,81,77,98,0.188215644,96,141,1.645299815,39.8153974,,1.73299825,1.127882375,1.732972736,1.126866522,,1.077279125,0.05060325,1,0.05060325
81.373,81,77,99,0.188253236,96,141,1.645299815,39.8153974,,1.7323175,1.170096125,1.731912499,1.153970854,,1.127882375,0.04221375,1,0.04221375
81.984,81,77,100,0.188290828,96,141,1.645299815,39.8153974,,1.731666875,1.219771875,1.730664847,1.179875747,,1.170096125,0.04967575,1,0.04967575
82.651,81,77,101,0.188328421,96,141,1.645299815,39.8153974,,1.729947875,1.265116625,1.729525973,1.248318415,,1.219771875,0.04534475,1,0.04534475
83.26,81,77,102,0.188366013,96,141,1.645299815,39.8153974,,1.729085,1.309128,1.728420587,1.282674126,,1.265116625,0.044011375,1,0.044011375
83.871,81,77,103,0.188403605,96,141,1.645299815,39.8153974,,1.728377625,1.355873,1.727246544,1.310838542,,1.309128,0.046745,1,0.046745
84.482,81,77,104,0.188441198,96,141,1.645299815,39.8153974,,1.72630925,1.407286125,1.725955256,1.393191715,,1.355873,0.051413125,1,0.051413125
85.142,81,77,105,0.18847879,96,141,1.645299815,39.8153974,,1.725599625,1.4540855,1.724779847,1.421445716,,1.407286125,0.046799375,1,0.046799375
85.75,81,77,106,0.188516383,96,141,1.645299815,39.8153974,,1.7241565,1.499215875,1.723646357,1.478904312,,1.4540855,0.045130375,1,0.045130375
86.414,81,77,107,0.188553975,96,141,1.645299815,39.8153974,,1.722839625,1.5452365,1.722490507,1.531336213,,1.499215875,0.046020625,1,0.046020625
87.077,81,77,108,0.188591567,96,141,1.645299815,39.8153974,,1.722389,1.58887175,1.721394568,1.549278027,,1.5452365,0.04363525,1,0.04363525
87.688,81,77,109,0.18862916,96,141,1.645299815,39.8153974,,1.72088525,1.63691475,1.720187924,1.609150431,,1.58887175,0.048043,1,0.048043
88.3,81,77,110,0.188666752,96,141,1.645299815,39.8153974,,1.719616125,1.68164,1.719064608,1.659681147,,1.63691475,0.04472525,1,0.04472525
88.957,81,77,111,0.188704344,96,141,1.645299815,39.8153974,,1.719165,1.728911625,1.717877338,1.677642868,,1.68164,0.047271625,1,0.047271625
89.567,81,77,112,0.188741937,96,141,1.645299815,39.8153974,,1.717450125,1.780980875,1.716569572,1.745921298,,1.728911625,0.05206925,1,0.05206925
90.229,81,77,113,0.188779529,96,141,1.645299815,39.8153974,,1.716178875,1.82888625,1.715366385,1.796536621,,1.780980875,0.047905375,1,0.047905375
90.889,81,77,114,0.188817122,96,141,1.645299815,39.8153974,,1.7156165,1.875724,1.714190012,1.818927806,,1.82888625,0.04683775,1,0.04683775
91.551,81,77,115,0.188854714,96,141,1.645299815,39.8153974,,1.71396975,1.918938875,1.713104631,1.884493811,,1.875724,0.043214875,1,0.043214875
92.212,81,77,116,0.188892306,96,141,1.645299815,39.8153974,,1.712898875,1.96554175,1.711934157,1.927131125,,1.918938875,0.046602875,1,0.046602875
92.886,81,77,117,0.188929899,96,141,1.645299815,39.8153974,,1.71187675,2.011672375,1.710775544,1.967827438,,1.96554175,0.046130625,1,0.046130625
93.549,81,77,118,0.188967491,96,141,1.645299815,39.8153974,,1.710354125,2.0535395,1.709724013,2.028451357,,2.011672375,0.041867125,1,0.041867125
94.16,81,77,119,0.189005084,96,141,1.645299815,39.8153974,,1.709633625,2.101729375,1.708513681,2.057138351,,2.0535395,0.048189875,1,0.048189875
94.771,81,77,120,0.189042676,96,141,1.645299815,39.8153974,,1.708593125,2.1524965,1.707238618,2.098566272,,2.101729375,0.050767125,1,0.050767125
95.431,81,77,121,0.189080268,96,141,1.645299815,39.8153974,,1.70696725,2.1967475,1.706127214,2.163301132,,2.1524965,0.044251,1,0.044251
96.042,81,77,122,0.189117861,96,141,1.645299815,39.8153974,,1.706393125,2.241624625,1.705000084,2.186160147,,2.1967475,0.044877125,1,0.044877125
96.704,81,77,123,0.189155453,96,141,1.645299815,39.8153974,,1.705330875,2.288011,1.703835048,2.228454052,,2.241624625,0.046386375,1,0.046386375
97.366,81,77,124,0.189193045,96,141,1.645299815,39.8153974,,1.703734125,2.33356,1.702691043,2.292029288,,2.288011,0.045549,1,0.045549
97.987,81,77,125,0.189230638,96,141,1.645299815,39.8153974,,1.703111875,2.377234,1.701594131,2.316804419,,2.33356,0.043674,1,0.043674
98.651,81,77,126,0.18926823,96,141,1.645299815,39.8153974,,1.702096375,2.42128875,1.700487656,2.357236955,,2.377234,0.04405475,1,0.04405475
99.311,81,77,127,0.189305823,96,141,1.645299815,39.8153974,,1.70037525,2.467056625,1.699338154,2.425764231,,2.42128875,0.045767875,1,0.045767875
99.921,81,77,128,0.189343415,96,141,1.645299815,39.8153974,,1.69947975,2.519425875,1.698022852,2.46141892,,2.467056625,0.05236925,1,0.05236925
100.532,81,77,129,0.189381007,96,141,1.645299815,39.8153974,,1.69781825,2.56452475,1.696890153,2.527572202,,2.519425875,0.045098875,1,0.045098875
101.194,81,77,130,0.1894186,96,141,1.645299815,39.8153974,,1.6968635,2.608737,1.695779722,2.565585953,,2.56452475,0.04421225,1,0.04421225
101.855,81,77,131,0.189456192,96,141,1.645299815,39.8153974,,1.696368625,2.6534905,1.694655697,2.585289598,,2.608737,0.0447535,1,0.0447535
102.464,81,77,132,0.189493784,96,141,1.645299815,39.8153974,,1.69471125,2.698262375,1.693531211,2.651278642,,2.6534905,0.044771875,1,0.044771875
103.076,81,77,133,0.189531377,96,141,1.645299815,39.8153974,,1.69374725,2.739882125,1.692485893,2.689660685,,2.698262375,0.04161975,1,0.04161975
103.739,81,77,134,0.189568969,96,141,1.645299815,39.8153974,,1.6932045,2.7848745,1.691355868,2.711270492,,2.739882125,0.044992375,1,0.044992375
109.405,81,77,74,0.187313426,64,141,1.645299815,27.15241091,,1.76049025,0.57242675,1.760343604,0.56844495,,,,74,
110.069,81,77,76,0.187388611,64,141,1.645299815,27.15241091,,1.758046375,0.635111875,1.758034964,0.634802048,,0.57242675,0.062685125,2,0.031342563
110.731,81,77,78,0.187463796,64,141,1.645299815,27.15241091,,1.755375875,0.69659175,1.755770713,0.707312561,,0.635111875,0.061479875,2,0.030739937
111.342,81,77,80,0.187538981,64,141,1.645299815,27.15241091,,1.753892375,0.764068125,1.753285616,0.747593163,,0.69659175,0.067476375,2,0.033738187
111.952,81,77,82,0.187614165,64,141,1.645299815,27.15241091,,1.751289125,0.826812375,1.750974799,0.818277677,,0.764068125,0.06274425,2,0.031372125
112.619,81,77,84,0.18768935,64,141,1.645299815,27.15241091,,1.7485,0.8901665,1.748641521,0.894009145,,0.826812375,0.063354125,2,0.031677063
113.226,81,77,86,0.187764535,64,141,1.645299815,27.15241091,,1.746139,0.952581125,1.746342844,0.958115987,,0.8901665,0.062414625,2,0.031207312
113.888,81,77,88,0.18783972,64,141,1.645299815,27.15241091,,1.744547625,1.018937125,1.74389901,1.001325655,,0.952581125,0.066356,2,0.033178
114.545,81,77,90,0.187914905,64,141,1.645299815,27.15241091,,1.741980625,1.081606375,1.741590955,1.071025894,,1.018937125,0.06266925,2,0.031334625
115.154,81,77,92,0.187990089,64,141,1.645299815,27.15241091,,1.7394115,1.14327525,1.739319743,1.140783831,,1.081606375,0.061668875,2,0.030834437
115.816,81,77,94,0.188065274,64,141,1.645299815,27.15241091,,1.737158,1.204945125,1.737048495,1.201971789,,1.14327525,0.061669875,2,0.030834938
116.477,81,77,96,0.188140459,64,141,1.645299815,27.15241091,,1.735270375,1.273416625,1.734526748,1.253225359,,1.204945125,0.0684715,2,0.03423575
117.096,81,77,98,0.188215644,64,141,1.645299815,27.15241091,,1.73240475,1.336270125,1.732211908,1.331033987,,1.273416625,0.0628535,2,0.03142675
117.757,81,77,100,0.188290828,64,141,1.645299815,27.15241091,,1.730417625,1.397523125,1.729956012,1.384989221,,1.336270125,0.061253,2,0.0306265
118.42,81,77,102,0.188366013,64,141,1.645299815,27.15241091,,1.72887875,1.46042625,1.727639344,1.426773387,,1.397523125,0.062903125,2,0.031451562
119.084,81,77,104,0.188441198,64,141,1.645299815,27.15241091,,1.725825,1.52685725,1.725192747,1.509690062,,1.46042625,0.066431,2,0.0332155
119.744,81,77,106,0.188516383,64,141,1.645299815,27.15241091,,1.723007875,1.589657375,1.722879872,1.586181798,,1.52685725,0.062800125,2,0.031400062
120.404,81,77,108,0.188591567,64,141,1.645299815,27.15241091,,1.721559625,1.652474375,1.720566376,1.625505277,,1.589657375,0.062817,2,0.0314085
121.065,81,77,110,0.188666752,64,141,1.645299815,27.15241091,,1.719342875,1.712252,1.718364818,1.685695384,,1.652474375,0.059777625,2,0.029888813
121.729,81,77,112,0.188741937,64,141,1.645299815,27.15241091,,1.7164825,1.78005175,1.715867811,1.763361461,,1.712252,0.06779975,2,0.033899875
122.342,81,77,114,0.188817122,64,141,1.645299815,27.15241091,,1.714866125,1.84225825,1.713576799,1.807249939,,1.78005175,0.0622065,2,0.03110325
122.957,81,77,116,0.188892306,64,141,1.645299815,27.15241091,,1.712536625,1.9044155,1.711287601,1.870501481,,1.84225825,0.06215725,2,0.031078625
123.567,81,77,118,0.188967491,64,141,1.645299815,27.15241091,,1.709805,1.965565625,1.709035494,1.944671685,,1.9044155,0.061150125,2,0.030575062
124.228,81,77,120,0.189042676,64,141,1.645299815,27.15241091,,1.707374,2.03133975,1.70661309,2.010679196,,1.965565625,0.065774125,2,0.032887062
124.838,81,77,122,0.189117861,64,141,1.645299815,27.15241091,,1.70598425,2.093305375,1.704330949,2.048414259,,2.03133975,0.061965625,2,0.030982813
125.457,81,77,124,0.189193045,64,141,1.645299815,27.15241091,,1.703391625,2.15194175,1.702171421,2.118810278,,2.093305375,0.058636375,2,0.029318187
126.07,81,77,126,0.18926823,64,141,1.645299815,27.15241091,,1.7011895,2.213026,1.699921741,2.178603281,,2.15194175,0.06108425,2,0.030542125
126.732,81,77,128,0.189343415,64,141,1.645299815,27.15241091,,1.698816375,2.277984875,1.697529361,2.243039347,,2.213026,0.064958875,2,0.032479438
127.339,81,77,130,0.1894186,64,141,1.645299815,27.15241091,,1.696789375,2.337044625,1.695354241,2.298077283,,2.277984875,0.05905975,2,0.029529875
127.95,81,77,132,0.189493784,64,141,1.645299815,27.15241091,,1.69418075,2.39733175,1.693133918,2.368907741,,2.337044625,0.060287125,2,0.030143562
128.613,81,77,134,0.189568969,64,141,1.645299815,27.15241091,,1.692824125,2.4579485,1.690901455,2.405743381,,2.39733175,0.06061675,2,0.030308375
129.275,81,77,136,0.189644154,64,141,1.645299815,27.15241091,,1.6902785,2.523113,1.688501503,2.474863237,,2.4579485,0.0651645,2,0.03258225
129.936,81,77,138,0.189719339,64,141,1.645299815,27.15241091,,1.687731,2.582007125,1.686332483,2.544034004,,2.523113,0.058894125,2,0.029447063
130.614,81,77,140,0.189794523,64,141,1.645299815,27.15241091,,1.685570875,2.642057875,1.684120865,2.602686605,,2.582007125,0.06005075,2,0.030025375
131.276,81,77,142,0.189869708,64,141,1.645299815,27.15241091,,1.683784625,2.70211275,1.681909095,2.651187599,,2.642057875,0.060054875,2,0.030027437
131.939,81,77,144,0.189944893,64,141,1.645299815,27.15241091,,1.680945375,2.7682415,1.67947363,2.728280082,,2.70211275,0.06612875,2,0.033064375
137.409,81,77,62,0.186862318,48,141,1.645299815,20.82091767,,1.774198875,0.551534625,1.774178503,0.551110464,,,,62,
138.07,81,77,65,0.186975095,48,141,1.645299815,20.82091767,,1.770839125,0.627831,1.770514093,0.621063542,,0.551534625,0.076296375,3,0.025432125
138.732,81,77,68,0.187087872,48,141,1.645299815,20.82091767,,1.7675805,0.70129925,1.766985514,0.688911105,,0.627831,0.07346825,3,0.024489417
139.396,81,77,71,0.187200649,48,141,1.645299815,20.82091767,,1.7632705,0.774871625,1.763451935,0.77864926,,0.70129925,0.073572375,3,0.024524125
140.058,81,77,74,0.187313426,48,141,1.645299815,20.82091767,,1.759620625,0.851871375,1.759753743,0.854643007,,0.774871625,0.07699975,3,0.025666583
140.723,81,77,77,0.187426204,48,141,1.645299815,20.82091767,,1.7564695,0.9233295,1.756321707,0.920252321,,0.851871375,0.071458125,3,0.023819375
141.335,81,77,80,0.187538981,48,141,1.645299815,20.82091767,,1.75267625,0.999377125,1.752669245,0.999231267,,0.9233295,0.076047625,3,0.025349208
141.949,81,77,83,0.187651758,48,141,1.645299815,20.82091767,,1.748746125,1.07160275,1.749200347,1.081060076,,0.999377125,0.072225625,3,0.024075208
142.611,81,77,86,0.187764535,48,141,1.645299815,20.82091767,,1.74544875,1.144008125,1.745722817,1.14971445,,1.07160275,0.072405375,3,0.024135125
143.222,81,77,89,0.187877312,48,141,1.645299815,20.82091767,,1.7421415,1.218219375,1.742158553,1.21857443,,1.144008125,0.07421125,3,0.024737083
143.838,81,77,92,0.187990089,48,141,1.645299815,20.82091767,,1.73887025,1.290065,1.738707906,1.286684857,,1.218219375,0.071845625,3,0.023948542
144.499,81,77,95,0.188102866,48,141,1.645299815,20.82091767,,1.73554175,1.362784375,1.735215295,1.355987281,,1.290065,0.072719375,3,0.024239792
145.11,81,77,98,0.188215644,48,141,1.645299815,20.82091767,,1.732300625,1.437030125,1.731649374,1.423470478,,1.362784375,0.07424575,3,0.024748583
145.722,81,77,101,0.188328421,48,141,1.645299815,20.82091767,,1.729029625,1.50869,1.728207649,1.4915757,,1.437030125,0.071659875,3,0.023886625
146.332,81,77,104,0.188441198,48,141,1.645299815,20.82091767,,1.725557,1.582277625,1.724673336,1.563878939,,1.50869,0.073587625,3,0.024529208
146.945,81,77,107,0.188553975,48,141,1.645299815,20.82091767,,1.722406125,1.65437375,1.721210659,1.629483048,,1.582277625,0.072096125,3,0.024032042
